"id","name","geom"
165,"O'rda","0101000020E6100000733BEA9EAB505140E2F615B545A94440"
166,"Hadra (C-14) dahasi","0101000020E6100000CCAA1963F14F51403E6F74DF7BA94440"
167,"Muqimiy mahallasi","0101000020E6100000714FFCBD394F51403CAA5093CFA34440"
168,"Chilonzor 22 mavzesi","0101000020E6100000D79C28AECF4A5140D0D38041D2A44440"
169,"Pulemas","0101000020E6100000379902E32A54514034B275BA3DA54440"
170,"Akademiya shaharchasi","0101000020E6100000A0E469543B56514041B7973446AB4440"
171,"Bodomzor","0101000020E61000003A4668BA8D52514001DAFBF95BAB4440"
172,"Markaz-7","0101000020E6100000786FFBD467515140E264D12AE9A64440"
173,"Ishchilar shaharchasi","0101000020E6100000D6DAA09B225151405348E81D5DAB4440"
174,"Ibrohim-Ota mahallasi","0101000020E6100000E5637781924F51406E30D46185AF4440"
175,"Chuqursoy","0101000020E6100000030BBB83B34E5140C73258CC63B04440"
176,"Go'zal-1","0101000020E610000042F9CCA3AC575140437D810F14A34440"
177,"Do'stlik","0101000020E6100000100F176F1AF151404A27124C35384440"
178,"Qirguli","0101000020E61000003711476815F151409B4C26B8A2374440"
179,"Широтка","0101000020E610000075F3435B04F15140201043064D374440"
180,"Шодлик","0101000020E6100000D57036C247F05140DD64AFD238384440"
181,"Do'stlik 2 dahasi","0101000020E61000004ECD8A4D504D5140CD672F91C1984440"
182,"Yuqori-chirchiq","0101000020E61000003BAC70CBC7675140F984ECBC8DC14440"
183,"Пеликаны","0101000020E6100000074FD7C94FF0514087FDF9111A374440"
184,"Siyozi-poyon","0101000020E610000073C57BC41E2550408103FF0010DF4340"
185,"Do'stlik mahallasi","0101000020E61000007D6D4782BA4F5140B40EFDC9CEA54440"
186,"Джунгишлак","0101000020E61000007EE772DEDACC5040205B3BF658C04340"
187,"Урамас","0101000020E6100000373BAD36DACD5040E92F4F4244C04340"
188,"Suyurtepa","0101000020E6100000475BF0FDE8665140A5886764EB6D4440"
189,"Tashkishlak","0101000020E6100000B883C76D6A6751407B4CA4349B6E4440"
190,"Yunusobod 4 mavzesi","0101000020E6100000DBADC0EB0E525140E94FD147CFAE4440"
191,NULL,"0101000020E6100000F5F6E7A2215751400BE3B89DC7A54440"
192,"Aktam","0101000020E61000001CE09398B15451400D349F73B7634440"
193,"Shvepnikova","0101000020E6100000BD1704FB5455514073B21E08DA624440"
194,"2/2 dahasi","0101000020E6100000C6127B0DE6855140C05C8B16A0824440"
195,"11-й микрорайон","0101000020E6100000166A4DF38E5051405566EF31FD1C4440"
196,"12-й микрорайон","0101000020E6100000EAE51CE159505140AB59677C5F1D4440"
197,"13-й микрорайон","0101000020E610000082F63471BC5051401B5B199EA81D4440"
198,"14 микрорайон","0101000020E61000008C12F417FA505140CEC9E605331E4440"
199,"Beruniy 1 mikrorayon","0101000020E61000005E4E64413C4E5140AA656B7D91AA4440"
200,"46 dahasi","0101000020E6100000A154B1E721855140E1E18794B0814440"
201,"5/3 dahasi","0101000020E61000005017299485835140E47F97BE7C7F4440"
202,"5/4 dahasi","0101000020E6100000A0F595ACAF835140710B4C5DE87F4440"
203,"3 dahasi","0101000020E6100000FE82386A6085514014364DE9AA804440"
204,"Sattepo maskani","0101000020E61000008481E7DEC3BA5040B3017DC795D14340"
205,"Qo`shariq daxasi","0101000020E61000004639E2DA9A1552407730629F00684440"
206,"Shimoliy kichik daxasi","0101000020E6100000535DC0CB8C155240E4DDEC6A4D674440"
207,"М. Тургунбоева","0101000020E610000045AC0F351B4E514024928DACA11C4440"
208,"Шахматчи (Косим ота Фармонов махаля)","0101000020E610000060CF32E6094F51400F33EA10EE1C4440"
209,"Цементгородок","0101000020E61000005F5E807D744E51401E424B0D231B4440"
210,"Фарход","0101000020E6100000A5FED53E784F51408C71B499F91A4440"
211,"Гидрометрия","0101000020E6100000464662DD53515140EC9ADA63331A4440"
212,"3-daha","0101000020E6100000E6C9DA4BBF4F5140450CE0D2D61B4440"
213,"Кировский","0101000020E610000014B2F336B65151405479967BDC1C4440"
214,"Мукимий","0101000020E6100000DBEA28BDA55151408C29FD29FA1B4440"
215,"Аббасов","0101000020E61000006D4AC33A9F4E5140FF7B4B94181C4440"
216,"К. Турдиев","0101000020E61000008AE3C0ABE54E51404C101A660D1B4440"
217,"Рудаки","0101000020E61000008A8EE4F29F5151408CFFF114281A4440"
218,"С. Айний","0101000020E610000056BEC2DD344F5140DE91B1DAFC1B4440"
219,"Тинчлик","0101000020E61000002E573F36C94F5140E6D65A4EF81B4440"
220,"Х. Олимджан","0101000020E610000085BD3F941E5151404F9FD3E2421A4440"
221,"Нурили Йул","0101000020E6100000C1D6B672C050514021D96D61271C4440"
222,"Самарканд","0101000020E6100000AA4313CD28505140682C5041341D4440"
223,"Сырдарья","0101000020E610000018AF1E9C745051405BAF8E88CE1C4440"
224,"Узбекистон","0101000020E6100000703903C8755151403E4ADBAE861B4440"
225,"финский посёлок","0101000020E6100000437EECE4C2525140D22236B3F1194440"
226,"64 квартал","0101000020E61000000FDC37ADCA5051402480F67EFE1B4440"
227,"Бабур","0101000020E61000008E290E56D25051409DAE38E6861D4440"
228,"Богишамол","0101000020E61000007DE6AC4FB95051401D774A07EB1D4440"
229,"Фергона","0101000020E6100000BF5E06088B505140A18BE145BA1D4440"
230,"Ширин","0101000020E610000051C07630E250514048F883262E1D4440"
231,"Ёшлик","0101000020E6100000F33AE2900D515140A2FF2FE8CE1D4440"
232,"Дустлик","0101000020E610000089D008362E51514010638852311E4440"
233,"1 блок","0101000020E610000083E0F1ED5D48514079133246DA1C4440"
234,"2 блок","0101000020E6100000E3642CE45B485140C79BA15D2A1D4440"
235,"6 kichik nohiya","0101000020E61000001E108D9367E75140CF9B2F9BA57F4440"
236,"1-Mikrorayon","0101000020E6100000B8301C19751B5040CC3A2D89FDE14340"
237,"2 kichik nohiya","0101000020E610000099BC5C1FB11B50402B0593D1B7E14340"
238,"3 kichik nohiya","0101000020E6100000117349D5761B5040CF41E1FD02E14340"
239,"4 kichik nohiya","0101000020E61000002ED1B41F841B504067182DF64DE04340"
240,"5B kichik nohiyasi","0101000020E61000007BD56FCB6C1A5040ECEA9FF18EDF4340"
241,"5A kichik nohiyasi","0101000020E61000003EBC9D33D81A5040593BE52C47DF4340"
242,"5V kichik nohiyasi","0101000020E6100000377B5688FD195040BAF770C971DF4340"
243,"6A-Mikrorayon","0101000020E6100000F2857FC7261C504023F59ECA69DE4340"
244,"6B-Mikrorayon","0101000020E6100000BAB07FE8931B504016F6B4C35FDE4340"
245,"Shimoliy Mikrorayon","0101000020E61000004A79AD846E1C504040074C9649E44340"
246,"Sharq 1 daxasi","0101000020E6100000E675C4211B1D50404474BE8EEEE14340"
247,"2-Sharq","0101000020E61000000CEE62F5A21C50403711476815E24340"
248,"Shergiron mahallasi","0101000020E6100000FFE1F8EBDF1850404586B07504E24340"
249,"Oʻtror","0101000020E61000001545FE4F341950401158946D3BDF4340"
250,"Yunusobod 13 mavzesi","0101000020E6100000694B677110535140C9F5002725AF4440"
251,"Chilonzor 24 mavzesi","0101000020E6100000F41032352E4B51409E5E29CB10A44440"
252,"Chilonzor 26 mavzesi","0101000020E61000005E807D746A4B5140C8E5E4EA6CA34440"
253,"Yangi Mirobod","0101000020E6100000DBF00577B1515140E72384A2D4A44440"
254,"Qo'yliq 1 mavzesi","0101000020E6100000164ED2FC31545140C29F8614A89F4440"
255,"Qo'yliq 2 mavzesi","0101000020E61000005441FB4795535140DE1CAED51EA04440"
256,"Qo'yliq 3 mavzesi","0101000020E6100000C8C562E5E1535140594E42E90BA04440"
257,"Qo'yliq 4 mavzesi","0101000020E61000000E5C2F979E535140FE86E4BF9B9F4440"
258,"Qo'yliq 5 mavzesi","0101000020E6100000B0535161115351405C1FD61BB59F4440"
259,"Андижан","0101000020E6100000C647307A13515140E4E8E04F431D4440"
260,"Qoraqamish 1/1 dahasi","0101000020E6100000016663CA2C4F5140A8BBFC9820AD4440"
261,"Lunacharskiy markazi","0101000020E6100000B7932D37BD5651406DE8C13813AB4440"
262,"Jarariq dahasi","0101000020E610000045189A466E4B5140D0D0E40753AB4440"
263,"Abu Tayib Ho'qandiy mavzesi","0101000020E6100000C28C841156BB51400C080841A2464440"
